sentence_id	sentence	locale	reason
6c8a2118976ec3044ad6d31529e10a513b1100524eb80c7c0f230e476c1d3170	Jendela terbuka.	id	different-language
6c8a2118976ec3044ad6d31529e10a513b1100524eb80c7c0f230e476c1d3170	Jendela terbuka.	id	difficult-pronounce
6c8a2118976ec3044ad6d31529e10a513b1100524eb80c7c0f230e476c1d3170	Jendela terbuka.	id	Pembajak
439a07a67b69164a23bb199cbbf2a3b5c0297d36113e436faa76eddc8198e01d	Tom menikahi perempuan yang lebih mudah dari dirinya.	id	grammar-or-spelling
b4f9c1633f0d1b462882e9ef46bbd36086e4941519dc8f1c3641139be34ce114	Tidak ada orang yang sempurna.	id	difficult-pronounce
c090db2f6e5b567e55caba5fe52e0d41fa7308e6db9b7616a9a1512dd8ff5b80	Saya ingin ini dan itu.	id	offensive-language
383f1b3db1e6d6c256547750c192692be8fd71d0a5cf3add69f5a047605e95c6	Tom menyiapkan makan malan sendiri.	id	grammar-or-spelling
3320d998c372a0ae9d1ac102da36f7814f60c2178d0b2d2a6e9ff67ba3ad9ad1	Saya membeli buku jalan-jalan di toko buku.	id	grammar-or-spelling
35d29946a62aaeeffdc48f379c3b68d5c2962f51aa54a48fdc0b0db2e6d53d41	Ke manapun kau pergi, aku ikut.	id	grammar-or-spelling
2f0c1a5811f5b7ce5f4a36fe2cfd90be1bdd572cc0af5a6644613b6eb520fd48	Saya tidak mencari apa apa	id	grammar-or-spelling
2b5214ddef176faa3df5073c919b1def54c046dd54d68aad9f2482abed1a609f	Kemanapun kamu menghadap disitu wajah Tuhan.	id	grammar-or-spelling
12612b3d2bdcadfad797eba035ba1f45c7005390cd384d5334bc8b9c81aff1eb	Marc akan menjual mobil.	id	difficult-pronounce
2e22fdb7b1c7b4c3716338848d165c076683f79127a92d344ac64682219fcd28	Buah Jeruk ini rasa nya Asam	id	grammar-or-spelling
1d7107f6c201bc098dd082aee51da0a31936be57cf9c7c278d59d5672bdbef2c	Pengetahuan tentang komputer adalah dasar daripada segala ilmu pengetahuan.	id	Maknanya tidak benar
2918fdc75c012d9f8e8eb7778ca2593ee75096da35b2a1dff8108d20b91df107	Saya makan hot dog untuk makan siang.	id	grammar-or-spelling
8d1dbabfe92f74754b62afff66e2fb158fca2e12088655a163fb6cfe02f8d1b2	Anda berada dijalan saya.	id	grammar-or-spelling
c0d51cc0019d4b7c7c5d47070f3bba992b3513da45266c9f431428e8ae41e17e	Saya harus mengembalikan buku selambat-lambatnya hari Selasa.	id	grammar-or-spelling
120a197dd3e7b18cf61dd0f023347967f9b0c83772c4f61ab34125689410087e	Seperti apa wawancara anda?	id	grammar-or-spelling
8d1dbabfe92f74754b62afff66e2fb158fca2e12088655a163fb6cfe02f8d1b2	Anda berada dijalan saya.	id	grammar-or-spelling
f322288576acb2aeb82c8819973f9fee1b16bdd26861d82b52bbe3715fff9604	Mona Lisa dilukis oleh Leonardo da Vinci.	id	grammar-or-spelling
42450c46ddeda0fdb228a38275b9634b0551f196f59ca9fc252f0a684167fa28	Anda berada dijalan yang benar.	id	grammar-or-spelling
348b6b73bfa094c9a8eb257856363ca13d25e45ed2a8cccccddb326d43957e66	Percayakah anda bahwa takdir-takdir kita dipengaruhi oleh bintang-bintang?	id	grammar-or-spelling
dca0dc5d2f11cb996ee80b0226ea2c7f6584fd5e020bfede36c4b8cc0c540894	Apakah saya boleh keluar.	id	Tanda baca
3c11d45b3b05f8d75ffc0365ccfc6ce70537f67cc3e6efe46427cb831267036f	Saya selalu menyanyi lagu ini di karaoke.	id	grammar-or-spelling
29511c64c2bea70c8375bba89b0a67bf19cbe1ae75ac6c5cf9e657ce37bb84c7	Aku melihat dari jendela garasi, terkejut pada apa yang aku lihat.	id	different-language
29511c64c2bea70c8375bba89b0a67bf19cbe1ae75ac6c5cf9e657ce37bb84c7	Aku melihat dari jendela garasi, terkejut pada apa yang aku lihat.	id	grammar-or-spelling
3c0c010af826b3225228097ff9108965b9d6f4c117524511bc5f4f732b92d214	Pertanyaannya sesulit itu hingga tiada siapapun mampu menjawabnya.	id	grammar-or-spelling
354dd8353bb4b370063743eb6f244dac98d9eac20da710871629d851138cc8a2	Maaf, mau tanya. Perpustakaan di mana.	id	grammar-or-spelling
4073d29a5dd3110e2a73e538da9ae5ad928523f874058791a734ecc1e08b8444	Pesta kemarin menyenangkan. Tetapi, saya sedikit lelah.	id	grammar-or-spelling
0c614908eaf3fb329524298cc518bcc2d9ff8610689123b8ff17b8fea01f7772	Mesin Cuci itu sedang di perbaiki	id	grammar-or-spelling
3e65d7522a3d08243a7d83e5e6c9bf423a7fe7108b3c336df3855e6ae85c7a4b	"Kamu menganggap saya orang tolol!" "Menganggapmu orang tolol? Saya tidak pernah melakukannya!"	id	offensive-language
429d64c0322b45c026620a578fd3015e15cf974312c4f1c0a991b1b02e046c46	Dari mana kamu mendapatkan sepatu aneh itu?	id	grammar-or-spelling
04e012a1e6d858db3ab3ec7fc01bfd954f0f7e9872f34132df7cc0393bda710b	Ada di lantai tiga bangunan ini.	id	grammar-or-spelling
48018baa43fc5d1403a70c84bb594bb2869b2748b9d2b98e4eb2312960dd4d26	Bolehkah saya mengembalikan saat istirahat siang.	id	Tanda baca
2f2476ab6b1afab5233e448a7501a2960df4231e2c0dedb13ad687d132e02061	Maaf, apakah ini jalan yang benar kearah stasiun metro?	id	grammar-or-spelling
28f7e9be659a3e39081c64028cbb28b3e6a66ef24a25ed15c40bf2c42fe8199a	Apakah Anda mau kopi.	id	Tanda baca
3eaa0eff3566bb5da3507d29bc991db18f98dc9237e0bef381fb71bb86c5afdb	ada banyak orang disini	id	grammar-or-spelling
35d29946a62aaeeffdc48f379c3b68d5c2962f51aa54a48fdc0b0db2e6d53d41	Ke manapun kau pergi, aku ikut.	id	grammar-or-spelling
332a793d0e6e28d39330e059a41378e5240c7fd587811aff31e15b71a51e23b0	Kesadaran tidak terbatas dan merupakan kenyataan yang sesungguhnya.	id	Susunan kata tidak tepat
1d7107f6c201bc098dd082aee51da0a31936be57cf9c7c278d59d5672bdbef2c	Pengetahuan tentang komputer adalah dasar daripada segala ilmu pengetahuan.	id	offensive-language
0d4525b7afda2029d93038900c6fb985498772ddbf3808a954e23e6252db3417	Tidak ada ruang untuk alasan ketika itu datang dari kelalaian anda, adakah?	id	grammar-or-spelling
383f1b3db1e6d6c256547750c192692be8fd71d0a5cf3add69f5a047605e95c6	Tom menyiapkan makan malan sendiri.	id	grammar-or-spelling
2f2476ab6b1afab5233e448a7501a2960df4231e2c0dedb13ad687d132e02061	Maaf, apakah ini jalan yang benar kearah stasiun metro?	id	grammar-or-spelling
34a0351af8b499bc5d4fba4be965e845d3b46d368f042995dcc6a7cc74fbaded	Ini sudah diluar batas kemampuanku.	id	grammar-or-spelling
2ae8c9d217378d4d6148e0131eda4503a3ab3c4392752d4cc62b2a89b5001cc5	Bagaimana wawancara anda telah berjalan?	id	grammar-or-spelling
8d1dbabfe92f74754b62afff66e2fb158fca2e12088655a163fb6cfe02f8d1b2	Anda berada dijalan saya.	id	grammar-or-spelling
44e214381e860e1eb66b407cb192c7e7603c7f54f2d205faaa051d1a33853bcc	Ini adalah tanggungjawab kami untuk membantu.	id	grammar-or-spelling
383f1b3db1e6d6c256547750c192692be8fd71d0a5cf3add69f5a047605e95c6	Tom menyiapkan makan malan sendiri.	id	grammar-or-spelling
174c4e05ab1b4643bb9b38e67dc45d3e115779e24f3e949bcc82d00b5bd433a2	Tidak ada tuhan selain Allah. Muhammad adalah utusan Allah.	id	offensive-language
3e65d7522a3d08243a7d83e5e6c9bf423a7fe7108b3c336df3855e6ae85c7a4b	"Kamu menganggap saya orang tolol!" "Menganggapmu orang tolol? Saya tidak pernah melakukannya!"	id	offensive-language
7f6a37e79594915d9d638f249a334f6f3bb97918b137bcf6dae6b835ec83c6fb	Tom bukanlah penghianat.	id	grammar-or-spelling
6c4052d71ecb6fe7161c34ae7a0ebc29e345a47c6df2d9e675f6ec02bd5a0228	Tanya rumahnya dimana!	id	grammar-or-spelling
7e9bb4bb80201a64a2fd2eef02e6f6d9b1aadabc8fb6078ce2f6ca603756a39d	Kamu mau pergi ke mana duluan?	id	grammar-or-spelling
7cf307f98685105feb0b983d435528df2b8633a300705f416d6067445399af24	Jangan berterimakasih kepada saya, berterimakasihlah kepada Tom!	id	grammar-or-spelling
85038cc554c54591143a52a2ddd36e2214d4a014e53ca3b19b3e5837f9084863	Esperanto, bahasa internasional mudah!	id	difficult-pronounce
85038cc554c54591143a52a2ddd36e2214d4a014e53ca3b19b3e5837f9084863	Esperanto, bahasa internasional mudah!	id	different-language
8253f48e4199fefcc7170ce359047f486fd974131849b5a1620d3c71a759d7c5	Tom sering bersumpah serapa ketika marah.	id	grammar-or-spelling
72d1a7188faa68523460ed6f8ebe94f12a1016497e6f7e46e9e158311524b694	Kamus ada di rak buku sana.	id	grammar-or-spelling
7f6a37e79594915d9d638f249a334f6f3bb97918b137bcf6dae6b835ec83c6fb	Tom bukanlah penghianat.	id	grammar-or-spelling
649ea25b0c8a32863bc612d356576bf8ec0fdfcb54b0bf0ed51e907737d57971	Anjing itu dibuat agar menggonggong kepada orang asing.	id	grammar-or-spelling
67931b34d2ec2bad5643440b8b7bbacb27711a1414bc460d87bbf45d3c515c69	Aku tinggal bersama orangtua.	id	grammar-or-spelling
584f5da30128916d88b4508ddaf0e81818e8e2a4e79275a35027aaf9a1e4ad5e	Toko itu buka jam 10 pagi	id	number format
75cfbcc536dca9017c1ad435536f0dd087e31ae03f75a1d4877f52c47d7a11d5	Passport saya hilang!	id	different-language
75cfbcc536dca9017c1ad435536f0dd087e31ae03f75a1d4877f52c47d7a11d5	Passport saya hilang!	id	grammar-or-spelling
7aceb083a9e5dd6b19c2069a3382678732988e32fd607efb0dc6aa154443cd10	Buku tulis ini lebih panjang lebarnya daripada panjangnya.	id	grammar-or-spelling
7a7c1f8af04150de88655fa3ce7d129f280424564aae80c0a78fac479f7ddd3e	Kakeku meninggal karena bosan.	id	grammar-or-spelling
6b41f82438d3570610264f7e365125b131de9f3f357e5a4d8130699a0205efcd	Aku tidak bisa tidur nyenyak karena diluar berisik.	id	grammar-or-spelling
6d9865fe876ba1a41742beb3efc06e6361a061c8bcbf396cb033adea175d88d4	Selamat datang di tempat penerjemahan!	id	grammar-or-spelling
80ed6dcc6192114b6e1c11ae048448a092c8f0b47dbfbf8c2095bdfcad971be5	Bagaimana kalau kita pergi jalan-jalan bersama.	id	grammar-or-spelling
88d1040294259d1ef3e0936c903c1b9a4d298b03d1d546e665d9486c0f134406	Kami makan di restoran mahal atas dan menginap di hotel kelas atas.	id	grammar-or-spelling
83bde5bd50f7c0c950c6fb4303926cca0e6dbb0ba3040a7340e803f07b5185b3	Dia mencoba mendorong saya kedalam air.	id	grammar-or-spelling
767668e6e352f683f5272953b643f7a1e11051e99f998eb0bb06796efd8727f9	Di atas meja ada berapa buah gelas.	id	grammar-or-spelling
7e58a45020f912af56e9e50bb4d5b6fbdda3dc8e8bfd8e0366ef96ea2048a323	Macam apapun permainan yang aku dan kau mainkan, kau tidak pernah menang.	id	grammar-or-spelling
7bb83934f40dfb320b6d9a52e5bee089b17dfd9fcae070ecb9ecaa9286184754	Saya kecenderungan melupakan nama-nama.	id	grammar-or-spelling
75cfbcc536dca9017c1ad435536f0dd087e31ae03f75a1d4877f52c47d7a11d5	Passport saya hilang!	id	grammar-or-spelling
66a50d7010152568aa2adcbf84ef477f6238f77e2e7ddf25fcd91b44d120f82c	Muiriel tidak ada pilihan lain. Dia hanya dengan menerima kekalahannya.	id	grammar-or-spelling
767668e6e352f683f5272953b643f7a1e11051e99f998eb0bb06796efd8727f9	Di atas meja ada berapa buah gelas.	id	grammar-or-spelling
7bb83934f40dfb320b6d9a52e5bee089b17dfd9fcae070ecb9ecaa9286184754	Saya kecenderungan melupakan nama-nama.	id	grammar-or-spelling
88d1040294259d1ef3e0936c903c1b9a4d298b03d1d546e665d9486c0f134406	Kami makan di restoran mahal atas dan menginap di hotel kelas atas.	id	grammar-or-spelling
7f6a37e79594915d9d638f249a334f6f3bb97918b137bcf6dae6b835ec83c6fb	Tom bukanlah penghianat.	id	grammar-or-spelling
82ec4780f71629cd107e966ff38a6ac986d1718a5ee0a34380e16abc9dfbca0f	Inilah pen saya.	id	different-language
66a50d7010152568aa2adcbf84ef477f6238f77e2e7ddf25fcd91b44d120f82c	Muiriel tidak ada pilihan lain. Dia hanya dengan menerima kekalahannya.	id	grammar-or-spelling
63c8ef1e58d839e75b670658c043c428150d76d765e2ae1e512a6684682f9434	Buah Mangga ini rasa nya manis	id	grammar-or-spelling
7a7c1f8af04150de88655fa3ce7d129f280424564aae80c0a78fac479f7ddd3e	Kakeku meninggal karena bosan.	id	grammar-or-spelling
60f5a8671d76741bd4b4ac74d9aa73bab76c3d893381f8367621aadd71e06dd7	Ada lebih banyak mobil di jalan saat musim panas dari pada di musim dingin.	id	grammar-or-spelling
7e58a45020f912af56e9e50bb4d5b6fbdda3dc8e8bfd8e0366ef96ea2048a323	Macam apapun permainan yang aku dan kau mainkan, kau tidak pernah menang.	id	different-language
7e58a45020f912af56e9e50bb4d5b6fbdda3dc8e8bfd8e0366ef96ea2048a323	Macam apapun permainan yang aku dan kau mainkan, kau tidak pernah menang.	id	grammar-or-spelling
72d1a7188faa68523460ed6f8ebe94f12a1016497e6f7e46e9e158311524b694	Kamus ada di rak buku sana.	id	grammar-or-spelling
66a50d7010152568aa2adcbf84ef477f6238f77e2e7ddf25fcd91b44d120f82c	Muiriel tidak ada pilihan lain. Dia hanya dengan menerima kekalahannya.	id	grammar-or-spelling
7bb83934f40dfb320b6d9a52e5bee089b17dfd9fcae070ecb9ecaa9286184754	Saya kecenderungan melupakan nama-nama.	id	grammar-or-spelling
724b9ceedb529a10d825a6b4b6d3f585eea794ca0fba5d6006612c57be39f640	Dia menuangkan air mendidih ke dalam cangkir.	id	grammar-or-spelling
871739be7c049f4279cb243c8c1ce91063485a204cc547c22087228375ef1aad	Tiada Tuhan selain Allah dan Muhammad adalah utusan Allah.	id	difficult-pronounce
9ab33bfe41cd9c96cbd9ae812f9f5f5b800406aebadec59b0248e783e117c22e	Tom mulai bermain biola ketika dia berumur tigabelas tahun.	id	grammar-or-spelling
96a2444c53940e39a8e982fe65850c67286492f1c2a4347c587d2c7b9674532f	Sebelum mask ketuk pintu dahulu	id	grammar-or-spelling
7cf307f98685105feb0b983d435528df2b8633a300705f416d6067445399af24	Jangan berterimakasih kepada saya, berterimakasihlah kepada Tom!	id	grammar-or-spelling
863df6fa9abe8e8158fed70d046dbf8bb233e832f3c67e0a50eff7cf10152c51	Apakah anda makan dirumah atau makan diluar?	id	grammar-or-spelling
6ae2002436e97dbf5387a92de587204252e2d0817c8d9e0b24d4734a1c995564	makan makanan yang sehat	id	grammar-or-spelling
8051da4b655a60e2bf8c4a114dbd52412bf5ae6f2b29aa986a6b10a482ea8249	Kalau mereka meninggalkan lebih awal, mereka akan dapat menghindari kemacetan.	id	grammar-or-spelling
67931b34d2ec2bad5643440b8b7bbacb27711a1414bc460d87bbf45d3c515c69	Aku tinggal bersama orangtua.	id	grammar-or-spelling
7aceb083a9e5dd6b19c2069a3382678732988e32fd607efb0dc6aa154443cd10	Buku tulis ini lebih panjang lebarnya daripada panjangnya.	id	grammar-or-spelling
97ff1abf6f0b03041ee419ce60e6976f9017826c4f4e5e88234de9e12a7f70de	Apa yang keluar dari hati, datang ke hati.	id	grammar-or-spelling
96a2444c53940e39a8e982fe65850c67286492f1c2a4347c587d2c7b9674532f	Sebelum mask ketuk pintu dahulu	id	grammar-or-spelling
82ec4780f71629cd107e966ff38a6ac986d1718a5ee0a34380e16abc9dfbca0f	Inilah pen saya.	id	different-language
91a7afde6ea234726c1cab45a0471058d8520d853a134f2aafc23f6089ece0dc	Bila aku katakan pada ibuku, dia akan kuatir, maka aku tidak berfikir untuk mengatakannya.	id	grammar-or-spelling
8c74b5ec1df2433e5e0f298d0e375b6176299449b32d9e8169840bed734078cb	Saya tidak dapat berpikir bahwa ceritamu benar.	id	grammar-or-spelling
96725c7dc220a282aef06188c156973f8ec5710a932617e5eaff051154f3b0ff	Diem terus ngerjain enggak!	id	grammar-or-spelling
9a8dc3b0908c9280e72ab20dad84dab2f4d483c1bab49b92a41691a9be734eb4	Segerakan, nantinya tepat waktu.	id	grammar-or-spelling
9a8dc3b0908c9280e72ab20dad84dab2f4d483c1bab49b92a41691a9be734eb4	Segerakan, nantinya tepat waktu.	id	different-language
5adef41292ec66abc49bd1c7317b3adde9f2cb279b03b3df53e912ecea4b4564	Dia memiliki banyak untang.	id	grammar-or-spelling
6ae2002436e97dbf5387a92de587204252e2d0817c8d9e0b24d4734a1c995564	makan makanan yang sehat	id	grammar-or-spelling
88dea278f9e35c18720a34d4087ab3dc44d74f199dcd7c18f9cdf79d968d88ea	Dimana kursi saya?	id	grammar-or-spelling
a028fe5bae0f3691accf4fac2458bddaae400e19133d2a37c28a62b1858ab239	Barangkali anda punya alasan untuk berfikir bahwa masa muda anda sudah berakhir.	id	grammar-or-spelling
9ce93e1691e7ea1e273c314647395cdd43a86590d4f0edc7e6d843de4c7bfe0c	Kami memiliki beberapa berita yang menyemangatkan.	id	grammar-or-spelling
a3dcb6ab83fcb7b7b4308706c5040a719ce5090d9e30fe83ed4181a9f94e2a25	Karena musim dingin dingin, saya menyalakan penghangat.	id	grammar-or-spelling
9aaa5d2329da40ea0934fdb51b7ccd4a834f9a89fc27b60e89e15f85f0bda2c2	Saya pergi jalan-jalan ke luar negeri dua minggu mulai minggu depan.	id	grammar-or-spelling
6aa3803849eec14a74c794858eb56d69f7f94ed2bee63edee7dfb793b35353ed	Jalan yang jauh tidak ada untuk seorang sahabat dekat.	id	grammar-or-spelling
7e58a45020f912af56e9e50bb4d5b6fbdda3dc8e8bfd8e0366ef96ea2048a323	Macam apapun permainan yang aku dan kau mainkan, kau tidak pernah menang.	id	grammar-or-spelling
7e58a45020f912af56e9e50bb4d5b6fbdda3dc8e8bfd8e0366ef96ea2048a323	Macam apapun permainan yang aku dan kau mainkan, kau tidak pernah menang.	id	different-language
9a8dc3b0908c9280e72ab20dad84dab2f4d483c1bab49b92a41691a9be734eb4	Segerakan, nantinya tepat waktu.	id	grammar-or-spelling
9af18ffe7ac8174bed06dd636a41e20674853039564f167e8660341aa659168a	Dia berduduk di situ dengan mata tertutup.	id	grammar-or-spelling
96a2444c53940e39a8e982fe65850c67286492f1c2a4347c587d2c7b9674532f	Sebelum mask ketuk pintu dahulu	id	grammar-or-spelling
66a50d7010152568aa2adcbf84ef477f6238f77e2e7ddf25fcd91b44d120f82c	Muiriel tidak ada pilihan lain. Dia hanya dengan menerima kekalahannya.	id	grammar-or-spelling
8051da4b655a60e2bf8c4a114dbd52412bf5ae6f2b29aa986a6b10a482ea8249	Kalau mereka meninggalkan lebih awal, mereka akan dapat menghindari kemacetan.	id	grammar-or-spelling
7e58a45020f912af56e9e50bb4d5b6fbdda3dc8e8bfd8e0366ef96ea2048a323	Macam apapun permainan yang aku dan kau mainkan, kau tidak pernah menang.	id	grammar-or-spelling
72d1a7188faa68523460ed6f8ebe94f12a1016497e6f7e46e9e158311524b694	Kamus ada di rak buku sana.	id	grammar-or-spelling
75cfbcc536dca9017c1ad435536f0dd087e31ae03f75a1d4877f52c47d7a11d5	Passport saya hilang!	id	different-language
a476dac2a5be043c5b62d3713b5dea212ec4e4df92dc033d1a747b14f8b579ed	Tom melihat kepada Mary.	id	grammar-or-spelling
9fd01b359019c21a3e171518189872106873e3830043a62e41ab3c372b4b3306	Besok saya akan bertemu dengan teman orang luar negeri.	id	grammar-or-spelling
66a50d7010152568aa2adcbf84ef477f6238f77e2e7ddf25fcd91b44d120f82c	Muiriel tidak ada pilihan lain. Dia hanya dengan menerima kekalahannya.	id	grammar-or-spelling
7f6a37e79594915d9d638f249a334f6f3bb97918b137bcf6dae6b835ec83c6fb	Tom bukanlah penghianat.	id	grammar-or-spelling
9ab33bfe41cd9c96cbd9ae812f9f5f5b800406aebadec59b0248e783e117c22e	Tom mulai bermain biola ketika dia berumur tigabelas tahun.	id	grammar-or-spelling
8f8ee56c4dc4721694128cf17a653efa68739e01a5569e1af143f28d006a3c2c	Orang Jepang dan Inggris biasanya menunggu di pemberhentian bis dengan mengantri.	id	grammar-or-spelling
a3dcb6ab83fcb7b7b4308706c5040a719ce5090d9e30fe83ed4181a9f94e2a25	Karena musim dingin dingin, saya menyalakan penghangat.	id	grammar-or-spelling
63c8ef1e58d839e75b670658c043c428150d76d765e2ae1e512a6684682f9434	Buah Mangga ini rasa nya manis	id	grammar-or-spelling
9a8dc3b0908c9280e72ab20dad84dab2f4d483c1bab49b92a41691a9be734eb4	Segerakan, nantinya tepat waktu.	id	grammar-or-spelling
9ec31a6dec52c3176c8313d461c84daf9c708a18afc87a2c2ccd18fe3c95c2c4	Kare adalah makanan India.	id	grammar-or-spelling
72d1a7188faa68523460ed6f8ebe94f12a1016497e6f7e46e9e158311524b694	Kamus ada di rak buku sana.	id	grammar-or-spelling
a2a36d50c481eeeb81dd660e15f2bc84b43ca3518c8e82c3f562843c31cbb8c1	Dick telah mengalami kecelakaan lalu-lintas.	id	offensive-language
6c4052d71ecb6fe7161c34ae7a0ebc29e345a47c6df2d9e675f6ec02bd5a0228	Tanya rumahnya dimana!	id	grammar-or-spelling
96a2444c53940e39a8e982fe65850c67286492f1c2a4347c587d2c7b9674532f	Sebelum mask ketuk pintu dahulu	id	grammar-or-spelling
9ab33bfe41cd9c96cbd9ae812f9f5f5b800406aebadec59b0248e783e117c22e	Tom mulai bermain biola ketika dia berumur tigabelas tahun.	id	grammar-or-spelling
8c74b5ec1df2433e5e0f298d0e375b6176299449b32d9e8169840bed734078cb	Saya tidak dapat berpikir bahwa ceritamu benar.	id	grammar-or-spelling
7f6a37e79594915d9d638f249a334f6f3bb97918b137bcf6dae6b835ec83c6fb	Tom bukanlah penghianat.	id	grammar-or-spelling
7ee205621a561c1c75501df37bf61a99cee956343fb424f70b655e2a3be18396	Negara Anda di mana.	id	grammar-or-spelling
66a50d7010152568aa2adcbf84ef477f6238f77e2e7ddf25fcd91b44d120f82c	Muiriel tidak ada pilihan lain. Dia hanya dengan menerima kekalahannya.	id	grammar-or-spelling
a906cc1f8bcbfa08a6997e172bc0b05e21b330cec3a1f599877cb7df7c90e581	Dia menyandarkan kepalanya diatas bantal.	id	grammar-or-spelling
8c74b5ec1df2433e5e0f298d0e375b6176299449b32d9e8169840bed734078cb	Saya tidak dapat berpikir bahwa ceritamu benar.	id	grammar-or-spelling
a476dac2a5be043c5b62d3713b5dea212ec4e4df92dc033d1a747b14f8b579ed	Tom melihat kepada Mary.	id	grammar-or-spelling
7bb83934f40dfb320b6d9a52e5bee089b17dfd9fcae070ecb9ecaa9286184754	Saya kecenderungan melupakan nama-nama.	id	grammar-or-spelling
9ec31a6dec52c3176c8313d461c84daf9c708a18afc87a2c2ccd18fe3c95c2c4	Kare adalah makanan India.	id	grammar-or-spelling
7bb83934f40dfb320b6d9a52e5bee089b17dfd9fcae070ecb9ecaa9286184754	Saya kecenderungan melupakan nama-nama.	id	grammar-or-spelling
7aceb083a9e5dd6b19c2069a3382678732988e32fd607efb0dc6aa154443cd10	Buku tulis ini lebih panjang lebarnya daripada panjangnya.	id	grammar-or-spelling
9a8dc3b0908c9280e72ab20dad84dab2f4d483c1bab49b92a41691a9be734eb4	Segerakan, nantinya tepat waktu.	id	grammar-or-spelling
7f6a37e79594915d9d638f249a334f6f3bb97918b137bcf6dae6b835ec83c6fb	Tom bukanlah penghianat.	id	grammar-or-spelling
ac0c8f20667c779586756faff26ad3cd450cf33ff558f94887f42dd973782f98	Tom memecahkan vas ming dari cina milik Mary yang mahal	id	grammar-or-spelling
adee4f70c9b0f24136a9be423bdf5cf8974b2fa88bd5872d14d7297ee1722153	Malam ini saya tidak ingin pergi ke mana-mana.	id	grammar-or-spelling
b0053a5ca91aa6d85bb0d5293417adbaa094088aaf01aea4221b8aa75d10f64b	Permisi, apa waktu itu?	id	grammar-or-spelling
b5bf95a97b55a6c0639038ba69b69d97467492fbd2baea3b2bc9ed2466ea0994	Pada pagi saya tiba di sana, saya berjalan-jalan dalam hutan Oak	id	grammar-or-spelling
7aceb083a9e5dd6b19c2069a3382678732988e32fd607efb0dc6aa154443cd10	Buku tulis ini lebih panjang lebarnya daripada panjangnya.	id	grammar-or-spelling
8c74b5ec1df2433e5e0f298d0e375b6176299449b32d9e8169840bed734078cb	Saya tidak dapat berpikir bahwa ceritamu benar.	id	grammar-or-spelling
