sentence_id	sentence	sentence_domain	source	is_used	clips_count
084c9b217494285cfbd7e51096edf7c0ce2a153586b6f87fe324d657ccd36d0b	saya mengundang anda hadir ke pesta pernikahan saya.		Self Citation	1	0
086a00cb0ff7f1ac2ab5cb54888ed1a4e60f963085a8597860767e672f8f36c1	Tom bicaranya relatif cepat.		http://tatoeba.org	1	0
0889207587d322a3ff14272ac57c15a650245e155d79e81042dd3f281ae34d1d	ayam-ayam hutan bersesaran masuk semak-semak		example sentences from dictionaries	1	0
08933ef1ca3ed0eaeab579f590fdf5b22d50411c229d3336621d8fb07c1f2f00	Mungkin besok saya akan pergi.		http://tatoeba.org	1	0
089f330410562116d8d388d97118ad5a1769105d7ea4d95623dc5474078d6781	Dia adalah seorang yang menyangkal adanya perubahan iklim.		http://tatoeba.org	1	0
08ae482d97ca856346a7d9429a1a19c333571a5ceffc59479a1e734de68a2310	Menahan jerat ditempat genting		Peribahasa Indonesia (Common Indonesian sayings/proverbs)	1	0
08b17ebf0c5d0ce6dd56b2f7f5f43e7a4406911c8c0a611724125ddc87305c58	Tom memiliki niat yang baik.		http://tatoeba.org	1	0
08c334f62b08c5a9b15e92dfe16a45d8ead8e8f596c1908bf34ad2dd18fec967	Apakah Anda mengenal tuan Brown?		http://tatoeba.org	1	0
08d457dbf89e43d2ff268626195582653d9b37df6f817b354276410c58e955cf	Alamat biduk akan karam		Peribahasa Indonesia (Common Indonesian sayings/proverbs)	1	0
08d9987e1475dd4e7f909362f6d0cee800ee055a0dc6efa5b3752ab76ddcd73c	Aku akan bicara dengannya malam ini.		http://tatoeba.org	1	0
08df7ba4665a153c879a201aa7f6f72a486cf93a03eb3ee9910af54490ad75b7	Berbuat jahat itu seperti candaan bagi orang bodoh		Amsal Salomo	1	0
08f52f80e649d2cf550407e587f330b90a994ff503da110c80956df2907dc85e	Dia berjuang untuk mewujudkan perdamaian selama sepuluh tahun ini.		http://tatoeba.org	1	0
08f5e5b6592de55f11c86a08e68aad196355b270becf5a88903fe880485110f1	bajunya terbuat dari kain mahal, tetapi tidak bagus sebab lengannya belandung		example sentences from dictionaries	1	0
08f9dc1739ef23f0a0a9f2b35e03dad5de28cd8fdc2c6e0cc02b13aec7464ceb	Bagai pelanduk di cerang rimba		Peribahasa Indonesia (Common Indonesian sayings/proverbs)	1	0
08feecd374425d91c715408de6f26020547348c689b06046a6cc34318408a87d	Rencana yang matang mengurangi potensi kegagalan.		Self Citation	1	0
09011d96242555ab1b4196062be596a9d9968f739b0ab3eaee2f31939a8d8588	Mary bukan gadis yang tepat untukmu.		http://tatoeba.org	1	0
09069feda60982504842fbe72113c478fa9dad4865bec63034e7824c036b038a	Kemacetannya parah sekali, akibatnya aku terlambat datang ke rapat.		http://tatoeba.org	1	0
0907273e8c37cb54ac8bfdfe4e77043832a856a606f222e4a2dffc3e6cd2e40f	bukan grip, tetapi entahlah mengapa saya gemetar menghadapinya		example sentences from dictionaries	1	0
090f9315c85f75ff47016f58d54de7b04a14fb857850ec31368a996f20771a45	anak itu memiliki badi kuda		example sentences from dictionaries	1	0
090fe21e8367f5e716805a161a00f92266e34216ff7a56dae022cc5ecfa2b1fb	Kami sedang rapat.		http://tatoeba.org	1	0
0913a375559fa5fc830b938a0b63ecf0744027348169ff4f7e2b890e3d23d3ea	banyak tamu yang datang untuk meramaikan helat putri tunggalnya itu		example sentences from dictionaries	1	0
0918a4bbca58141143e589e4075001c84a67c58d2d9225004b52074fe46a6d00	anak itu menanggap segala yang terdapat dan terjadi di sekelilingnya		example sentences from dictionaries	1	0
091d6cabf02d69bc3e7fa0cf9bf6c3953c4162dd7adc6093a4244e435b06659e	banyak modal asing yang diusahakan dengan berkedok perseroan nasional		example sentences from dictionaries	1	0
092158307dcd04ec12c7563e66a50f3075f6f622587f6cf65f934d86b327a3a7	Amerika Serikat itu negara yang luas		Personal source	1	0
092f2b2bffbd05c267969e4575a7ebdba53d5743c049f044caadfc24dc4a87e9	Apa yang membuatmu terbangun?		http://tatoeba.org	1	0
0930b7e6a17997933c0966bca6baffde1d5ec761bee6a0be1ae43d69b4d8f438	Sebenarnya apa yang terjadi?		http://tatoeba.org	1	0
0936b1831e93a6af992856837cbcc7782734b288f975411fe3d4e25be84af546	bekal saya dalam menempuh hidup hanyalah keberanian dan kejujuran		example sentences from dictionaries	1	0
0951c55c164164b005b5af73b1a1d6ce025ea0ad2f7f4aadd208dbebc954a809	anak yang baru lahir itu dibersihkan dengan air pesam		example sentences from dictionaries	1	0
0972e5d3b2788876109d8f29bfa7ad7812b013276f52c68826d090ec6fec678f	Emang ngambil foto kereta api serunya apa?		http://tatoeba.org	1	0
0986aa56123b61f807c2f112571334c6c237e70f26b37d53a04090da350fe6ce	jawaban pemerintah dibacakan oleh Menteri Dalam Negeri		example sentences from dictionaries	1	0
09901d690059670b9692c2e255491cb366c868934cf192f8e0e9d477930fb8a5	Seperti menghela rambut ditepung, rambut tak putus, tepung tidak terserak		Peribahasa Indonesia (Common Indonesian sayings/proverbs)	1	0
0991dfcdf809664ea1689698c814de6fbe171b8c9107755b24efadc9c8acb004	apa agunanmu untuk pinjaman sebanyak itu?		example sentences from dictionaries	1	0
09a05a89cac867d24b37cd46bea8328419de4301ee84ccce44c7663ae4005053	petinju itu menang angka atas lawannya		example sentences from dictionaries	1	0
09ae901e22b6e6aa63c92d8fbfc2d875655bb9e1c00284fda23be27b5cda351f	Didiklah anakmu, maka dia akan memberimu ketenteraman, dan mendatangkan kesenangan bagi jiwamu.		Amsal Salomo	1	0
09b2b0ddbef0f0e720fcf6a665af2f985e408b8b1eef0bfcd28b02533e6cbdd9	Kecil tapak tangan, nyiru saya tadahkan		Peribahasa Indonesia (Common Indonesian sayings/proverbs)	1	0
09c0a6550ee974752b158c3363afcd5be5e0bf362c0a865ba4e784a061936c2a	bajunya berkantong empat		example sentences from dictionaries	1	0
0acc4813628803c425af77e7f2b35e5b43a0ba9fd200bb2dd01a5405eba2e95c	Sehampir-hampir tepi kain, hampir juga tepi bebat		Peribahasa Indonesia (Common Indonesian sayings/proverbs)	1	0
0b1d30db9ab12ba94cc04e42140a9ac198e5d115c4cc8d774172e4789aef9b9a	Aku memikirkan tentang dirimu.		http://tatoeba.org	1	0
0bbe04e189885e1c44b807f7e57d3c96932e6f86100dc04a9c0a18ac38dc3d52	Dia meletakkan kuncinya di atas meja seperti biasa.		http://tatoeba.org	1	0
0eb4ab28487472352507d9600c6b637a4d996cad832ed21987b726fd7a24b2f1	Betapa beruntungnya aku bisa bertemu denganmu di sini.		http://tatoeba.org	1	0
000002a9b81c116f2b5eacbedee6c62c65dc6d5911efe88d244171f57a08af67	Setiap tahun, Krewe baru dipilih langsung melalui proses aplikasi dan wawancara.		covost2-en_id	0	1
000016bf23cd3cd53dbfcae712ccf62a74925a73f87a3fb43876ee1a6893592d	Satu teori mengajukannya sebagai asli dari Afrika, lalu bermigrasi ke Amerika.		covost2-en_id	0	1
0000eec8b5531be7caf9a6f98081ee18b18fd0ca78578fff1e19f355a0def9c1	Kau tidak akan kuberi makan sampai kau melakukan apa yang kuinginkan.		covost2-en_id	0	1
0001ab96007fb0f011e3e01c09b7625756539a78e9504b573314717a76e3be45	Di kota itu, ia merasa kesulitan dalam bekerja karena kemampuan bahasa Inggrisnya buruk.		covost2-en_id	0	1
0001f53b40f524b0da6f53954c9203d4e8ad600fc4bdff140ecf6ef38f083480	Itu mengelilinginya tetapi tidak termasuk wilayah Creekside.		covost2-en_id	0	1
0002bdc9d022c040468da37386108828e96a489d60c7df260827b7a3f67303ac	Kami tidak bisa membenarkan pengeluaran itu.		covost2-en_id	0	1
0002cb8b4f835817947fbe9787ed27d11c83cb401ea5005c5f32a6f738f8b1e9	Dia masuk Kristen.		covost2-en_id	0	1
00034a43dc38e527a0ab0c9be5259f6d111a3d2ce80084bbad5d6417cb07b1b9	Pajangan dan kain linen altar juga disimpan di sana.		covost2-en_id	0	1
000369870afeaa222e381834b19977c990dff6bddb6243ba9f8f8a0b778e03f9	Bagian ini menjadi Subdivisi Timur.		covost2-en_id	0	1
0004c0daf568b03282559526a1c3e118a2b871cbc570e6d2e39515d039909f63	Michael Lee bekerja sebagai pemain drum, sering tampil bersama Robert Plant.		covost2-en_id	0	1
000514c9a6ddd9fa55566d12a6bcd5603e350c028e05f2d27ef7b10a87a19e86	Seruling cedar dan tanah liat, perkusi, mainan kerincingan, dan vokal tradisional digunakan di seluruh album.		covost2-en_id	0	1
00068a9cd19d4077a629c408c725f54821f53338bdbf511157c2a5f0814137f6	Begitu mereka mendarat, anggota korps harus melakukan sesi wawancara untuk melamar pekerjaan seperti orang-orang lainnya.		covost2-en_id	0	1
0007082b44af9b2b84cb44e325e8bfb29f53a3ee974e3af6d80f2f8036e0bcc0	Tempat itu berdiri hanya selama satu dekade, sebelum gempa bumi meratakannya.		covost2-en_id	0	1
00070ba13b8a3bb0fa1dea19617d6d9979820836b577fe34e64847db3024ca24	Dia juga membedakan dirinya sebagai insinyur sipil sebelum dan sesudah perang.		covost2-en_id	0	1
000710ff28f55d41564619cc1f92a69f6faaa81f3b499a6ff9603182561a9df0	Tumbuh di hutan dan jurang, terutama di dekat laut.		covost2-en_id	0	1
000744e6f18cacb061c4c1f1f1a4c2be1bcd8f6fae3fffda2e5aa5c10b22da9d	Gurgenidze memperingatkan bahwa satu transmisi agen menyebutkan bukti yang dapat memicu peperangan.		covost2-en_id	0	1
00076ef3596b07abc8ef1b26bda1220409735c21f5f1c90f43ae4a534b00d581	Badak berbulu merupakan anggota the Pleistocene megafauna.		covost2-en_id	0	1
0007a8679248026b468f6a6e267cc018914f3ff80c241aa259e7cec0660c9eed	Artileri menyetujui persyaratan itu.		covost2-en_id	0	1
00082fd975632cb575d1ab797ae45c61705c0289b244287a6a5e25021309bae4	Jeff Peters dari GearWorks Games memuji pola permainannya, menyebutnya unik dan intuitif.		covost2-en_id	0	1
00089f6943e9ba3e0100216922837bf10e3e6f415a166e02d399f02cee98d924	Itu menjuntai dari barat daya ke timur laut melalui kota.		covost2-en_id	0	1
0008bba566e9309f10408a0a059da3699867a78d454dfa4283083d178d1f7750	Gerakan penari termasuk gerakan leher yang khas, dan gerakan siku, mata, dan jari.		covost2-en_id	0	1
0009a2581c5522425c596ed2394f839c0d4ca9d563a61693c0f03b5eb9a67862	Sebagai pemain gelandang belakang, dia juga berhasil mencetak enam gol Liga untuk Fulham.		covost2-en_id	0	1
000a7025a965e2ef0c06d39e115de13e34ce4cdb82a9371ad1274c117107175d	Kita harus tetap menjadi yang terdepan.		covost2-en_id	0	1
000da10d7b32d2c008886ac3da69678d11b939c56713e4ca4842352fe1b1ff4f	Dalam tahun-tahun terakhir ini, terjadi banyak perubahan di kalangan distributor banyak program.		covost2-en_id	0	1
000e3bf4dc7ca75d405bfd33e835283535fa95d6248b8806738b617275d11316	Livy tidak menyebutnya.		covost2-en_id	0	1
000ea230cb8a632a57f2d5b3aa9b6a02dc6a6a07a8e1ccae897a14acac0be909	Kelebihan emisi infra merah menandakan kehadiran dari debu yang mengelilingi bintang di sistem ini.		covost2-en_id	0	1
000f020f9bd8f8939e44934845f372d5857719cf428c658456ab80af93d3ee9b	Alpidem umumnya harus dikonsumsi oleh pasien dengan kecemasan sedang hingga berat.		covost2-en_id	0	1
000f245de9d89f889065293e32394f189c88fee8ade37208719fe171999956d7	Crosby lahir di Sheffield, Massachusetts.		covost2-en_id	0	1
000f8fb19799f000a6d24348b654356910401314c9f3fb49b5440ff977ce23fa	Fox dan penerusnya, Charlie Sheen.		covost2-en_id	0	1
000ff864526f5449245320b58885f775717b2195c9630dd62c9cb7c902d1d7ce	Ini adalah dugaan variabel amplitudo kecil.		covost2-en_id	0	1
0010783db8ba553da09347eeb03b2371b17a5668e1f8a550fb57ce71ca9c2df6	Dalam agama Yunani, tongkat dibawa oleh para pemilih Dionysus.		covost2-en_id	0	1
001236cd94f19a019d32fa9eb3942172b5ebf7c44afbb8058d6441748d601d06	Bagian penyimpanan arsip kota terletak di ruang bawah tanah.		covost2-en_id	0	1
00124599a9a65434c17d5986e1094153d06be326216f7fee7cee2a5820802d45	Tujuh orang berpose di atas bangunan yang membentang di atas area berair dan laut.		covost2-en_id	0	1
0013de19e34d449b4c4a8195eab9e59479576b6251ae5e35694754573ff54591	Pria itu mengorganisir para bandit yang telah diberi amnesti menjadi pasukan tambahan dari Guardia Civil.		covost2-en_id	0	1
0015f27b4f525305a70a79cc8c64088dfc169aed753e0054231928a902515ee6	Dalam praktiknya kedua kamera memiliki spesifikasi dan target pasar yang sangat mirip.		covost2-en_id	0	1
0016588dc27cac534e828fbabcfb7d243b9887dad2bac5c646588e80d5a35095	Hal itu tidak diragukan lagi.		covost2-en_id	0	1
0016a76d7a1955527026d2ee6e46db530068009e953611aec76c82342c436b41	Dia berminat dengan teknologi sepeda setelah kegagalan mekanis di arena balap.		covost2-en_id	0	1
0018a16bc9918e5e2c7828c706d9b8878357fa7aabdd8130ebfdbec5e16260aa	Aku sedang melakukannya!		covost2-en_id	0	1
0018b8a8d61feb54970c1b4a46f550f04e042d3d5d2d2b5a2572c0e4ba94d42a	Selama pengasingannya, Cicero menerima banyak nilai berharga dari persahabatan Aesopus.		covost2-en_id	0	1
0018bb71f4aeecdb4bc8f2f5a0f1107340f5e8ac0235f5610c2e2dd16daf01f6	Tersirat bahwa Pete menyelamatkan Audrey dengan melindunginya dengan tubuhnya.		covost2-en_id	0	1
001a21aef849dd074f6ba5249c30ed3bfc1ca49cdae8c820c34befa74b2bc188	DeVita diterima di National Institute of Health Clinical Center.		covost2-en_id	0	1
001a48390b367545ba664294e275403afe8980925889ed954f8b3aab57c422ba	Burung Bluebird adalah pemangsa serangga yang lahap, dengan cepat mereka membersihkan kebun dari hama serangga.		covost2-en_id	0	1
001b04195d7d987b344e13b5a5cc3114cf37fb919437279cd90db8ce27dd6c05	Itu memperoleh status landmark federal dan kota pada tahun yang sama.		covost2-en_id	0	1
001bb585b658be510905c5ca5e2a654478bd36a97bea061619bfa0595ca236b3	Dia kemudian melihat servis yang membawa pengungsi dari Liverpool ke New York.		covost2-en_id	0	1
001bdcb95f2a6194e7d4666708d30216e48ff4081916b843f7538f30d6ef5953	Seorang wanita dengan baju bergaris abu-abu dan putih sedang jogging melintasi jembatan.		covost2-en_id	0	1
001c00df82a16f9a3eb47d10979d5bc67101f91d87e7425c95c8bcfa3872bec9	Seseorang yang berada di mobil salju melompat.		covost2-en_id	0	1
001c512116abadab5eef4965f80251646fbd0d953ca64aaacf286db4d22ad419	Hasil pemilihan itu adalah kemenangan telak pemerintah mayoritas untuk koalisi.		covost2-en_id	0	1
001c889115fba82e53fba1bfb533204476822c30784cc528d2d94b122d714c1b	Tulis semua film yang sedang diputar di wilayah ini sekarang.		covost2-en_id	0	1
001d66d907d4c52b7a2d8d16bdfdfd0a25ce26bad90fff7d81a24cae3b55cf95	Gadis berbikini berbaring telentang di air biru yang jernih.		covost2-en_id	0	1
001e9569b126bd72dffb8c1042ba21aa85169c392c1a7d2ede3c6d9acb31c9ae	Lima stadion di lima kota berbeda dipilih sebagai tuan rumah pertandingan Piala Dunia.		covost2-en_id	0	1
001ea9bab74d77a278e9ab3535d5cb003a67e226885c0655e2e92584a19dd9f6	Persidangan dimulai pada pertengahan September.		covost2-en_id	0	1
001f45b3cf9915d383a2b58487b9469fe0f4cdce78918b87151b2ef423291ebe	Seorang penulis sendiri, Furness menyemangati, menginspirasi, dan membimbing sepupunya yang muda, Evangeline.		covost2-en_id	0	1
002013d3450b67506a16db214b73f3789777d4c47c5057834f18c624a755ea69	Beberapa lelaki kulit berwarna diterima di militer.		covost2-en_id	0	1
00202513b220a634f9be743946d50fe2dad3e11fcfcf9bcea94bb68bcd3e9ac3	Elemen rumah Eisenhower di Abilene, Kansas akan disertakan, menurut komisi.		covost2-en_id	0	1
0021346a006b34bf2a6eec218161cd5bd534b743d53beadd79a9bbee318c2e0f	"Kandidat pahlawan super itu juga disebutkan di ""Have I Got News For You""."		covost2-en_id	0	1
0023b0427bb892b97044711d6986f9561582014186868a8ec8be5175f7585629	Beberapa ahli teori menyerang masalah tersebut, termasuk Vicentino.		covost2-en_id	0	1
0023d071e7047455ef75ba965d2d79f5f76cb234078c9358c5f0a01f01edd92e	Court Marshall dianggap sebagai bawahan dari Great Marshall.		covost2-en_id	0	1
0024034670169c842e8abd936ba310aa6ac4a3fd066d84d41f826d404eed02ab	Diperkirakan bahwa Whitfield mulai disebut 'Whytefeld' pada pertengahan abad ketujuh belas.		covost2-en_id	0	1
00240e666c49f28811d211799ab655491c00df32f2cfb513db438b4526a11cb5	Belum lama ini diambil, di sini?		covost2-en_id	0	1
00255abbe1af5765123b585802da67af1e2f99d6c16c034fff804b0a5f92db52	“Niagara Falls, or Does It?”		covost2-en_id	0	1
0026a2c69563576b5cc1c3af107dd4d369d19e2e5b2abfecdb17d6c9cd8123c6	Metode ini diberi nama setelah Julius Caesar, yang menggunakannya dalam korespondensi pribadinya.		covost2-en_id	0	1
0026a3a7ddd29e78f9277274ca05ad84bbdc9227fb732d04659b302e6b12eb96	Wilayah ini dikeringkan oleh Sungai Olentangy dan Sungai Scioto.		covost2-en_id	0	1
0026c89599bf1f27b6d6c80f407a49768835ae5408743f04c655d40e4aa3048f	Mereka juga digunakan untuk menekan debu di jalan yang tidak beraspal.		covost2-en_id	0	1
0028692b8f75233273bf1f1f80397890ebc5e8f6af29f080684dc5954fa012d5	Wilkinson dengan mudah akan menang dan menjalani masa tugas terakhirnya mewakili distrik itu.		covost2-en_id	0	1
0028719d96ae309b60a21d6d8c84082b012df568e070af468ab189fa100fd330	Apakah Anda sudah menyelesaikan Laporan Tahunannya, Jane?		covost2-en_id	0	1
00289abed8cfd027e9d351402b92c6a8bd7b21135e09df56f608fcec935370cc	Seorang pria militer melakukan gerakan tempur terhadap yang lain di luar fasilitas yang terjaga keamanannya.		covost2-en_id	0	1
00293c444677dc69f131b7a157baeb531a9a369c925c78d54cfbed0855edcd98	Armada Belanda, yang tidak lagi di bawah ancaman, pergi tanpa melepaskan tembakan.		covost2-en_id	0	1
0029ffdbca3e121590bf4724bc1de0352e1773ed58ad54d71980a8f8e48d720e	Secara teknis ini disebut “upah hukum” atau “taruhan hukum”.		covost2-en_id	0	1
002abefa642ed3fed3615ce627e0913b5b4c24fe89c6405aaa0079adf420242c	“The Truth” ditulis dan diproduksi sendiri oleh Prince.		covost2-en_id	0	1
002ac5f90e51498ca0758acf2faf8365337adafa8babbe8ca54643fed7b0520e	Anatomi lendutan sering digambarkan sebagai area yang sulit.		covost2-en_id	0	1
002ae92e7c4b6d6d64f1e0a1b00a584cd276fccfe1dfb87315ecdbf0444cb020	Penebangan dan penambangan juga ditampilkan dalam sejarah lokal.		covost2-en_id	0	1
002b6834fbc17041921b88f8dc60fd4bdabe7e93763b2cae2177429ce5731631	Setelah meninggalkan Parlemen, Fairbrother kembali ke bidang hukum.		covost2-en_id	0	1
002ced31ef7c86a997e03eb2d043c4d9120c88fccbc08c17129badfd6e68aaea	Ada juga unit berkuda untuk upacara: Cavalerie Ere-Escorte.		covost2-en_id	0	1
002d1eb2d9ab8f317007dae6f0fdb3892b7cf8ca25dac45f2ef8fc0c2e6c4a96	Seri tersebut dinominasikan dalam banyak penghargaan negara bagian dan nasional.		covost2-en_id	0	1
002f59a33968e29a9ade1a9daa6888939fef8224ed0d95fa0fce0d19d4686f99	Dan di sini, dia mendapat banyak inspirasi.		covost2-en_id	0	1
002fa3c4af20e1d634ae7fa7767b7ac2e8bf0886a708df28d0094a201bb9d34f	Enam bulan sebelum Pearl Harbor, dia pergi untuk bergabung kembali dengan keluarganya di Jepang.		covost2-en_id	0	1
002fd8296fba2fb5df67a153d1157dfe6bc63d96866583a3fd3fdfbb87eeb7d6	Montreal juga menjuarai mereka dalam seri kemenangan tiga kali.		covost2-en_id	0	1
00337f694489fe219a6aca42fa5f23e51a2d8d0da9cfc753bb33639cc9dea434	Museum ini adalah bagian dari Museum Kesehatan dan Kedokteran London.		covost2-en_id	0	1
003417739f008a05d1a2d1ec1f571bcadde3432f4a8bf4eeb62fa06173b5c19c	Washington meninggal setelah menerima perlakuan gagah berani yang keras ini.		covost2-en_id	0	1
00346b33cad30a53aea46ebdf8fc2642dbe9ea2ab182c190a870e019adae3918	Para siswa, administrator, lulusan dan keluarga saat ini, semuanya sangat dipengaruhi oleh keputusan tersebut.		covost2-en_id	0	1
00346fbc877cd62ddacbe1f2475868768ca075f5f34da69ff41b4568199990a8	William Pratt Parks dipilih untuk memimpin pasukan bersenapan di sisi pelabuhan.		covost2-en_id	0	1
0034f7d26fa42a2fb8251092047fce9ba19e745ad4df33f7d85ec39059c74e9b	Namun versi Hincks dan Rawlinson sangat berhubungan erat dalam berbagai aspek.		covost2-en_id	0	1
00374e4c46efa5938f8a4c491f94719d11de7632bf90dda7262be5cd356ceaf3	Awalnya ia mengajar dua jam sehari, lima hari dalam seminggu.		covost2-en_id	0	1
00375f15166abf0dfa61f4ffc827e7acea192d215ad9460986584db8c7752a1c	Seorang pria yang mengenakan baju setelan dan kacamata sedang berjalan di pinggir jalan.		covost2-en_id	0	1
00386135822453462520b644090318327ce98861d65fd846ea9c417602c6ef53	Seorang gadis dalam pakaian renang hijau melompat ke danau.		covost2-en_id	0	1
00390399a1dcaec56eaba5fe30e51ba1623c0d7aba72e819e09bff13e478e23e	Dua orang muda membangun manusia salju merasa senang akan kreasi mereka.		covost2-en_id	0	1
0039288938ecf42bb9686169a4417000153db1f49ea53b41dd40d5926ee666db	Buku ini adalah versi dari buku harian siswa sekolah menengah Flannery Culp.		covost2-en_id	0	1
00394c88ff766347e651f852fe9137efac3073e781a547d6b3a12e356538cc61	Roket diluncurkan dari Cape Canaveral pukul dua tiga puluh satu pagi.		covost2-en_id	0	1
0039f8ac0cea282acbbdbc2f3a978871f0a24a9ac0bf38d8b98fd2ea3b0806d1	Malam yang menyedihkan itu mulai berakhir.		covost2-en_id	0	1
