client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26212980.mp3	0390c5146264d1ec35745afd40e366818054606e7f896fa086a6f710eeaf5672	Sekelompok orang tua berkumpul di sekitar meja memandang ke kejauhan.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26212987.mp3	03caa178091f0366bdee7a24749eaaef322acf6bde9cd7d9489328af33ac4c54	Salah satu artefak paling murni yang ditemukan di situs itu adalah tongkat uskup Whithorn.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26212988.mp3	03659584cf8b67aeb09d4e7240ca10df7484b5c1f3f0639e1dc0112292b58aa3	Dalam hal ini, pindahlah ke tempat lain.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26212989.mp3	03a858390d071f9a4ed2dd25ee0a3d70471710763b30f317fc586e745e0938c0	Dia meninggalkan SMA untuk mengikuti kelas tari di Chicago.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26212990.mp3	0286d99dece464784021ee338b854717683fad3e71b7360f9380160a4cebda6b	Cage menyarankan Paik untuk memeriksa musik Oriental dan agama Oriental.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26212991.mp3	03d47affa343a895da4ce279b3cb01d03ddc2a8abfc93385f8c0e16adc1a3e49	Bagian kerangka dari bahan ini sering disebut dengan "matriks" atau "bingkai".		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213002.mp3	03cf724a8190f541908698c5913570a3b3e51715456375c0335ce0b408efb0b3	Ini terbuat dari baja karbon dengan pegangan plastik.		2	1					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213003.mp3	036acff1b548e362b34a061a10f87f5e0bd781e36df28fb2df0e9774a04f8b84	Stafford berusaha untuk menyatukan pihak oposisi, namun usahanya gagal karena terlalu banyak perbedaan di antara kedua kubu.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213004.mp3	03bc8adaa6a351cb612aeaea72f8ffde010bd82314815f0f53eae2973446595f	Sekarang, Bintang Luyten bergerak menjauh dari Tata Surya.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213005.mp3	03b05f15d354e9bf46e7e101a8c4e8c29bf873ae67c4b91aae4da139bce14477	Usai pemilihan berakhir, Roch ternyata tidak terpilih masuk ke dalam jajaran kabinet baru Filmon.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213006.mp3	03c1bbb06a1afefa390373dd42eb05e7f80eef44972a68eabfe07617f6a702b5	Kemudian pada bulan yang sama, Terrell mendapatkan tiga hit lagi, termasuk sebuah three-run home run.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213012.mp3	032a55bc7dd6ec3c59772a1b057b639cac8d128632e1726dffabfbce3f312d1c	Livy memulai dengan imamat yang didirikan Numa.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213013.mp3	03b70d4012e56c03b7ce58bff849b64940f8982a2a545f01933350e11711759a	Ski ini melekat pada sepatu pemain ski.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213014.mp3	02b98333a3e3a80f1eee8c55fa4be4fb6e777a9642a06c2c345325ed56c25aec	Kini, nama itu diucapkan sama dengan “Hollywood”.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213015.mp3	03b8714c5b50d1f0dddbdfb71fb61f85e8ae38dbfc18c264ca43dc4e4b06c83b	Seorang pria berdiri di jalanan yang padat dengan gedung dan toko di belakangnya.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213300.mp3	027f8229037713981859accf48dd6e2af320bfb1908854ab5747f70fa2d1a8b9	Ini membuat Ira menghadiahi Donald bersaudara dengan nilai A, yang sangat menggembirakan mereka.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213301.mp3	034b98fe0df568548dae568f7c49fee89e92c8304d11b83ebdb299dbae62df2a	Kupu-kupu itu biasanya ditemukan di hutan yang lembap dan berguguran daunnya.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213302.mp3	03892bdbfcffc0a943528c0c763639fe36efebbb2e57afb6268c633edf10cdda	Empat sampai enam telur ditaruh.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213303.mp3	02cb7bea7cd84117e37605ae816c883821a858a58e8a558a1c3492304db847fd	Nampak seperti hanya beberapa menit.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213305.mp3	03a6cce32226572b51b52d7abba91213a1aa61090d9f7f5d7873746fd1d468a7	Yang pertama dikenal sebagai perikanan reduksi.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213306.mp3	03159dd406c1f73cb7e9408631c8c6ac0cb67a10e50a3add6b89b17d79e4b2bd	Pria ini terlihat sangat mirip, kecuali sekarang perannya terbalik.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213307.mp3	01f1bb82d72c30981b1ecccb4bb1f5ba77efd397623b282a5f0e0414a0bc5b24	Salah satu dari sepupunya yang kedua adalah mantan Perdana Menteri Inggris, David Cameron.		2	0					id	
6ac0427a8caef565e3a800e844451a5dde7df70a144fae2139ae8fdd7a2fd1e0c8c904646ab81ca8f7332a35df9090c21ca03326225a87341808142b9ec1ad59	common_voice_id_26213308.mp3	033eeee92612c99a91ac6a4fc6da926d42af684a2ab308d836f328c20fced512	Hanya edisi awal yang memiliki adaptor.		2	0					id	
