sentence_id	sentence	sentence_domain	source
0a97a4b8f0d20b3f1a782e199cc77a2bef654095f0a03ac38eb7709954c67a77	Ada perahu dayung di sebelah sana.		http://tatoeba.org
0a9cf2683c387fb8c403f5b2537f0d6a24bed607265289393bfd9bf2d2b4cdb5	benang sebesar itu tidak dapat lulus ke lubang jarum yang kecil itu		example sentences from dictionaries
0aa94f32b2e71263b1e449616737ba60ac4bde4318b57bd1af0467a4f2cedcda	Adakah yang bisa menebak apa ini?		http://tatoeba.org
0ac3db056218d556cdd7aaac32dc11ed656b8554750ce9725283dfca1920844f	Mencubit paha sendiri barulah paha orang lain		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
0ac7ce732718c1d183da294e61858dc0fa8c304e3b295fb295f596b5ff5e4170	"""Apa kau tahu di mana Lapland?"" tanyanya pada rusa kutub."""		http://tatoeba.org
0aca67773bdb0bd69bb2430c1bfcc43883c17de5e5cd9a8150efce58bee94b11	Mereka dulunya menjunjung tinggi derajat ayahnya.		http://tatoeba.org
0acbe4289ca310393d45d9f8b2cae51c1e5b2e502685451bd3293093f6695012	Lalat hinggap di kue yang jatuh.		Self Citation
0ad0a028d443b6da6f1957e5705616795e7e6b30c420c782367ce7791c19cb37	Dia mencoba untuk mengangkat kotak itu, tetapi tidak berhasil.		http://tatoeba.org
0ae556503fbcfdfb00114fff076ed56677cc03194fab86679a4a20071a8f0120	berusahan untuk membantu kita		example sentences from dictionaries
0ae846ed540ef91c82b0c0ca7ee69f1c4b2e3e918b5663903f69651bcdff6f37	kalau penyakit sudah berat susah diobati		example sentences from dictionaries
0af26ec2dc1cd3e06e8de10d7d530f892298ea8637832ee17acfabe535d60b9e	Diindang tidak berantah		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
0af7590195340230d85e1b8adeb1521bcfefbb9d24477545febd5c95c4ed6efe	Apa pembayarannya bisa menggunakan kartu kredit?		http://tatoeba.org
0affb546a7be9c1cc0047c3e4d242d995726e9cb40c26aa020a481564544cef3	Tiket masuk ke museum harganya tiga puluh dollar.		http://tatoeba.org
0b06df562d12e792bbebbf58aae8c00cf2f29d701be5f21e32306c8a9b0a0eda	Saya menulis nama penerima surat undangan itu pada amplopnya.		http://tatoeba.org
0b07baaa58fa60d7e99c94845a3ee67de38873dfb24c505e50c578cc0d175db2	Aksen Amerika seperti apa yang dimiliki oleh Tom?		http://tatoeba.org
0b11c28da3602d42390bdc3a800f78b9c3ccabea193c731430771864895d91dc	acara kongres akan disusun oleh panitia khusus		example sentences from dictionaries
0b1356f80407ba982caa35982563ae309a14f6cbab0ace8fcfb798b45a0f5ff5	Tom sebaiknya mengundurkan diri.		http://tatoeba.org
0b2a84750d0c73f09f9d8c1c4855927f4472276ee6249ed93c85167d874dcf2c	Tom sedang memotong rumput di halaman depannya.		http://tatoeba.org
0b2b0e30c918e2d86ee96d967d0c1461fcc4bc25fd2bf5876c965ce157dfdedb	Dengan hikmat, rumah dibangun, dan dengan pengertian, ia ditegakkan;		Amsal Salomo
0b315f0d0a2372a4b0ae2217318d0b3ccb3842e93230e0fb8df601dfcca00022	Aku akan naik ke lantai atas.		http://tatoeba.org
0b31c9c48fdc8023d94d6aa793912ecdf6e5c59e884851caa44b729f5ce4163d	ada lima fakultas di universitas ini		example sentences from dictionaries
0b3850604e8b79211427dc261b42a53b7bf460d140523b991d3f7e2c358798c8	Kami akhirnya menyadari bahwa Tom telah mengetahui siapa Mary sebenarnya.		http://tatoeba.org
0b3e0b7342b01cef2657d09de5e555ddc111d01a22ba1ed293cfd8182650690c	Mari kita mencari sesuatu untuk diduduki.		http://tatoeba.org
0b40019b91f40e92cb071fa1dab6190a65d026f9818dcf162fbfc211a3c0e6f7	Ada umur ada rezeki		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
0b4334ed21e58481f3899514d5b2909693f2f25663a55717651d49205de2f4cf	makanan itu langsung turun ke bagian terdalam tubuh.		Amsal Salomo
0b47f4bc00fde110feba3829fca49e356bfcc341e2b945bde57f50b9637146f7	bayinya diberi minum perahan, bukan susu ibunya		example sentences from dictionaries
0b48447539aba07bd0aa5e5b8b50e8d8c070c1b6eb90bcd38b0a46d03fac4eb9	Seorang pria tidak dikenal mengancamnya dengan pisau.		http://tatoeba.org
0b4956da70a380aedd8b524bf4841391c69acf69a1a9052dbb8f63f8b805401d	Dahan pembaji batang		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
0b57114300bf635c4343c3c6eb65ed68d0bf3ea215c110c9b17f2eedf3b6221c	Kendalikan dirimu!		http://tatoeba.org
0b5b6beaf1f6264a86731844c1a803a850e28fffd870e0884add3eb023be00c8	Aku pikir pertanyaan ini terlalu mudah.		http://tatoeba.org
0b60f80f2ad1bf7079f0423eab152a50c985ee57abcac6866747a92e41a2cce7	Sigai sampai ke langit		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
0b649c46696595e635b36c8207bbca96d70bde06a8a681a0062b73a78e31861f	Tidak ada yang perlu aku sembunyikan.		http://tatoeba.org
0b6dba4fb4a5f70da7848196adab675fdeebb73736449b74c7ce064e79ecd2ac	Karam sambal oleh belacan		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
0b7d69b659189b2f2fb0068cbdcbab9b0f13420bca6d21182c5ffcde0ed5fc48	Kamu tidak menyadari kami keluar dari kamar?		http://tatoeba.org
0b87ef54e3343948dd735757b75998a2ffc87acbc08e7925d42ebd8ef985b5f7	Dia melempar sebuah batu ke seekor anjing.		http://tatoeba.org
0b8f5e4713075be5046ed442e983705133d8c669600f40ba8b6b80c5bf83bea4	Orang yang ingkar hatinya akan dikenyangkan dengan jalannya		Amsal Salomo
0b9498e9e0df16d0060f5932a8b6f02c1b651035580a5641ac3e6596e536986a	Tom pasti kesepian.		http://tatoeba.org
0ba13834680331b69abdd0e48039a15d6c8a4490889d6db9a80b30532baf8cf8	Dahulu duduk daripada cangkung		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
0ba39e68acdd59302c6d9f5904274c8491078e7dc46a55f9041b4b1dcb112828	Kamu boleh menggunakan mobil ini.		http://tatoeba.org
0bb0378fd3daf938e35296c7b0208951be64b40b73fffdd53c5e473b06d0b641	Jangan berbangga atas hari esok karena kamu tidak tahu apa yang akan terjadi besok.		Amsal Salomo
0bb8f84640af293a53fe140ecca2315cf5a46c7e5179be9354afedf76fd32e09	anak itu kena luti, jangan dulu bersekolah sebelum sembuh		example sentences from dictionaries
0bba430b6f303b8d0bfafbee4758a60a7a44d34f10dbe56a7b36aff1d19f6379	Dia mengepang rambutnya.		http://tatoeba.org
0bba478f0a8682f4bc2fa541f975ead06f896ebb7838236452fcba28227735e4	banyak buku bajakan beredar di pasaran		example sentences from dictionaries
0bc4a7b376738a206acd79b9f06c6e12e39ef6e7a772a2a1b7e6cd4844236a0f	Masuk kandang kambing mengembik, masuk kandang kerbau menguak		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
0bc9696074186a1e0fba13d8834faa300bb6016eb39593f8832a0fe8b01bc209	Itu mungkin Tom.		http://tatoeba.org
0bcc108ffa4c58f781a3dc1fd72ca11aab4bfccbae030fa9491df51e97207953	Belum tahu akan pedas lada		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
0bd0241676b3f9ff8d5be4fee15ebd95b5b359eafe02e070911455bf64ca2e3d	Kamu itu masih bau kencur.		http://tatoeba.org
0bd06bb2ac55bb6a1409081a44bc64957abe2036d24bd592856d5255ad6ca5e5	Tom sepertinya terkejut.		http://tatoeba.org
0bd3ae119b7889a8c6b73f8f394337894e0968fedff475eb97afcd0aa4a9cfef	Itulah yang sedang saya lakukan tadi.		http://tatoeba.org
0bd662b97e3f241146d3fee8159a85665c964a5ca96be705bd8a47be3ff5e0c2	Tom dan Frank adalah kawan baik.		http://tatoeba.org
0bdb16e0ffec9d3f9b4fa5a3f86ff3cfb9cd2e0a9fcbde04bbb418f870c2019d	Tom terlihat bimbang.		http://tatoeba.org
0be300b62d2b3c5b2aef57bda1cb5df53a2d2a025c270c3939f23f7b0ffde4b5	Kamu selalu melakukan kesalahan yang sama.		http://tatoeba.org
0be4f277e2a15367686be534ce2b3a0fbe207eb252506ae9d42f78f25e15bd97	beberapa bank di Jakarta dan Surabaya telah melakukan merger		example sentences from dictionaries
0bed957ebf4600c979939658f5da3cfff8ebec53b9e18e564b5719c71316fb44	Hujan terus-menerus turun sejak hari Selasa.		http://tatoeba.org
0bed9e71c7a97c473b8a9f5ce4415224bc5b4e2d2fd2cba20f0dc1c788bce096	Saya sering bermain voli.		http://tatoeba.org
0bf103a0a20fa9318c8d0f0286f7cfce79cd874d89332b937f1c7261395d91a0	Aku telah jatuh cinta dan sekarang aku tak dapat hidup tanpamu		http://tatoeba.org
0bf14a9a5c76ac8c60246c868850cf411553415390a5ef6dca77684cd449388d	hubungan persahabatan antara bangsa-bangsa Asia Tenggara		example sentences from dictionaries
0bf29e0f4a2e48872f39e1edd067d80e0599ec35c17007deef56f2c349361e1a	Ini adalah mobil yang diimpor dari Jerman.		http://tatoeba.org
0bf62d3459fd8eb9523835ef1fc239473953ec68fd03f59c760685c1c421989f	Ini bukan kalimat.		http://tatoeba.org
0bf8cb3a72e67b164618fd401bc5407f3f192f56693ce86547ca298a2f1d8c5f	Ini adalah kalimat yang ditampilkan secara acak melalui Tatoeba.		http://tatoeba.org
0bf930c4d24bf32c2e34dca18f3fe5d0604a619d69b8d9f41172cd02a5a192a2	Apa kamu mengerti dia?		http://tatoeba.org
0c000a9414df7a72c974127b43e24a1d956515a2b8ce819e26bd963be21a5ea9	Dia mengkedipkan matanya.		http://tatoeba.org
0c140b677d67340840e71f2fc0b23daf8a406065b50da72e4263ccef705c445d	bukan beta budak negeri, mesti menurut undangan mair		example sentences from dictionaries
0c1543861198683c0e7c19554c60ad39f3371692ec1978890e69bed000e7c1c0	Orang yang kurang berakal budi menjabat tangan dalam perjanjian, lalu menjadi penjamin bagi sesamanya.		Amsal Salomo
0c191c4eb0671268d255f6f671a388d6e44c60523c373942045d5a38805b77b4	Tom berhasil berenang menyeberangi sungai.		http://tatoeba.org
0c1a81c1697c9e29ea262bd054b1bba20972ba036e1c7d4b47f26434c9176373	Deras bagai anak panah		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
0c22fb82c99d7055937d6cf5af0afc5987b3bdc17c871761f4b3bebc179215ea	Senyum.		http://tatoeba.org
0c255e0818a7e5cc9c8299ecacb4a80e810057a3c5f9f956bb23ada3e961844f	Lidah orang benar adalah perak pilihan, tetapi hati orang fasik sedikit harganya.		Amsal Salomo
0c2e6d9766073cc13be77ef93c0437195b0a81f1a48d05d13ebc346436ca6718	Aku tidak setuju dengan dia.		http://tatoeba.org
0c3531a08b6548a746917adb702eed871a4a997a70b900b01d322526fbe7221f	Tangguk rapat, keruntung bobos		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
0c370ff2fa1baa1331921a99d0bec14183d21bcc98de93341127ddca91e18e5a	Apakah Anda pernah ke London sebelumnya?		http://tatoeba.org
0c38c5351e384a168f9b958ed3e771c61a82338d003a48466520ffbdd709a018	Kau ini keras kepala seperti bagal! Sekali saja, akuilah kalau dia benar.		http://tatoeba.org
0c483717873670bfa7e9ffb1800892b1e760f08f102a23c227e67d5b2ca216c9	Saya pikir kamu tahu apa yang sudah dilakukan Marco.		http://tatoeba.org
0c4ee5a722e113fd158760999600bbb2adfa9b08f58a5800611767a039a481ec	Guru bahasa Prancisku usianya sama denganku.		http://tatoeba.org
0c4f1531476752b74d18d8df2e01b90ff7113650ef2414b252f51b73aea91f25	anak itu menggulung benang layang-layang		example sentences from dictionaries
0c53cac6df1bf223a08ccf85a24af4439b968907f22fd178d6ff17038ef428ab	Jangan malu.		http://tatoeba.org
0c53f595cea3ee552bc378c7737237123c99c05f58642f1a89f0f3142cfb9c73	Air matanya mulai berlinang di wajahnya.		http://tatoeba.org
0c5ebadcd600f33e53dc5fbd0847db1fed2b7d2563d64d96a7dfbaa5be9c9eab	kekerasan harus dihindarkan atas dasar apa pun		Self Citation
0c60005738693b6ce699e7e70c42b89b17a5bfae7fc69048ce64c15f2c795c6b	Dia orang yang tak kenal takut.		http://tatoeba.org
0c6b69639c9ff7cc5172bcf5c32277d8a470c2f6d1679f1da11bd9e9127f0636	Rasa lapar seorang pekerja bekerja bagi dirinya sendiri; sebab, mulutnya memaksa dia.		Amsal Salomo
0c6d03219f4068bb092330954a8e3169667b6c6956fdd6a9453a6d4e13585b28	apa pesan ayahmu ketika beliau berangkat ke Bandung?		example sentences from dictionaries
0c6d7a4ceb7caca5bbdcc215bd19c9c9fa7beb9e05d75b29af6c8d87fac1ac75	Saya berteriak.		http://tatoeba.org
0c7511e2befbb2a45227aa128998f4a45e180445fc08c61f2b0cab90c3a20096	Ayahnya seorang pejabat di kementrian.		Self Citation
0c754a06e7b0175ba1cda9948a7822ee3fd54b833af0a1d9157d78dc3ad84adc	Aku senang.		myself
0c8474c3d8ef3876ae7f7a540afeb61099ada80eca1ddd31a73c453af9614ba3	Senapanku kosong.		http://tatoeba.org
0c93865e632ed1ccbb97ca1e200c468b4514b64e254d6da4b5a72f9c109437de	berkali-kali Ayah membilangi dia agar jangan suka menyakiti hati orang lain		example sentences from dictionaries
0caa6e522741cd668461d3eb00f490818d34df0f4825a90523d09d6a3129b5fe	Seorang siswa ingin bertemu dengan Anda.		http://tatoeba.org
0cac952e8843536d93e5d1575f366740c46f332b19c729cac0b2a705350984e4	Aku pikir aku akan membawa bekal makanan minggu ini.		http://tatoeba.org
0cb241134f168354a0364390c6bd86225f19f429215f86a4bd78b7f1b43b2bee	Di taman ini ada seorang gadis cantik berambut hitam.		http://tatoeba.org
0cb454485607f99b69c530efa0bd39bcb9fece4e30127d4f98fcda7c3e72b876	Aku tidak akan mengenakan sepatu-sepatu ini lagi.		http://tatoeba.org
0cb8f579e56aa1d36213ce6bb4e1b73813508ed68c8271c5e07ac0ea5644db77	Tentu.		http://tatoeba.org
0cbb525c0c783484cd4707ac6923487f228331632d15527d151220d39d5f330f	Proton dalam suatu atom bisa saling berdekatan dikarenakan gaya nuklir kuat.		Self Citation
0cbbc81c47d4708c84622aa68b72529547957fa0a8abff533ca3c9e98a504100	apa besok ada ulangan? apa tamu itu pamanmu?		example sentences from dictionaries
0cd30044b8ff987a963244208ecf3efe7ea668110ab66b7feeab8a9abc6000a9	ayah anak itu sudah jenat		example sentences from dictionaries
0cd7486fb620e69df15c9479777e62d4ca9a7f1f850611e32cbbad476b7ca3b0	Candaan kecil aku tidak sesuai dengan selera dia.		http://tatoeba.org
0cf2c7d2cde5db6ae884fe2069f107310ed446427a26eba781eab47ee2716dde	aku akan mendedikasikan hidupku untuk belajar sejarah		http://tatoeba.org
0cfb0f16595dd891f5c15df70e3f69ae61899c83b5046e3a416cb2531968cfd2	Kampanyenya sukses dan dia pun terpilih.		http://tatoeba.org
0cfc78fe41344e5d9e61dfc119898e2354395517e9475b2fc4584cd5c0e31909	Tertangkup sama makan tanah, terlentang sama minum air		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
0d007be3d9837ec7dd4d31380504ee91b574c11bf53de323268e66cffaa30032	Terjemahkan kalimat ini.		http://tatoeba.org
0d07f28e126ecce0c41a0a85f3d1c926a3ec22757c925950c7f028bc06484dcf	aku akan melaksanakan tugas kewajibanku dengan saksama		example sentences from dictionaries
0d0921aafa66202642dbf82cac46958b21c6d1c59dcd9565478bcf485a458c4b	Kui peleburan untuk perak, perapian untuk emas, tetapi Tuhan yang menguji hati.		Amsal Salomo
0d112f698d1973f1396bff9a3ab400d267e89716e717c109fdf942b7420bc95e	Jiwa yang kenyang menginjak-injak madu		Amsal Salomo
0d15bacf80951d5d03162c35a705387e564c922879c50bc33f7402fa6359ee58	Dia seorang yang genius pada ilmu kimia.		http://tatoeba.org
0d1606b56033bed563ff02cfc6c77ea91a3c980ecde9499a01405a6d6127d788	Tom pindah ke Boston.		http://tatoeba.org
0d1ad1da230ac2fbd836723f7d3c0a207f385b255b7819fb8f9cab4b577a544f	Saat ini, dia tidak bergantung pada orang tuanya secara ekonomi.		http://tatoeba.org
0d1ea16e74f5010fc714ed963651e6bb29c5d093b052b4eac39cd6951009dd1a	beberapa kali dipanahnya sayup juga		example sentences from dictionaries
0d21cac4175608317bfe8bb906275597dddc2a6426d5ad7efed4c8f330248bd1	Aku akan menelepon balik nanti.		http://tatoeba.org
0d27f01fad41035e1db4593bea133f0ca2abd4b470a33cd0b0977ff361da4771	adiknya dicari-cari ke sana kemari, akhirnya ketemu sedang bersembunyi di belakang pintu		example sentences from dictionaries
0d35778c77a7c4840ae92debb5a4fb27977a35250561869b1aa88cc7cb3873ff	baru terangin sedikit saja, dia sudah pusing		example sentences from dictionaries
0d376a9e079904b9a54227a132918c6035a03adbd2b0fdae8a14212e28283642	berjualan es pada musim panas begini pasti menguntungkan penjualnya		example sentences from dictionaries
0d37942b30e6b4c05a164ac465959754d5ff999dd38f62861e7a19933c1655d3	Tolong jangan pergi..		myself
0d37a0d0d54e62bc0402a0ad70d44af897193cc70140e10a2ed09ad9725ec25e	Entah Ann atau Carol yang akan merawat bayinya.		http://tatoeba.org
0d3a5c9c417a40ec4c5a4aba7d2ca7443df5e36cd305f2c105281ceeef6f4c16	Mary memiliki banyak teman dan sangat berbakat.		http://tatoeba.org
0d3f1d47a24b2c66fcf5fb837023c48ca0e4e2fc753737f9b5b7a84f356c6553	Tom laki-laki pertama yang membuatku patah hati.		http://tatoeba.org
0d403625e62b194ea2ad72c452c1164a33d562cb6b452ac8d6a2252791b933cf	Biduk kalau tidak berkemudi, bagaimana ia akan laju		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
0d4173dc6f56b63868149f8e8ef321a0cb128a3bcebafac455750da2145b7b2b	air yang berbuih-buih bepercikan ke udara		example sentences from dictionaries
0d4fd13d6f2e3d747e74ec8723c3b152ac0b4186b6fa87dc809c521638845827	Jerih menentang laba		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
0d5225436e5d74af39bba40c1342a658ef344cf754093d6a5d75323571e2982b	banyak penumpang menggandul pada pintu bus		example sentences from dictionaries
0d5239a4f56f7f1f97c20802d6af10fd653cd9cafc54f4af5017d15dad623de4	Kecil-kecil cabai rawit		Peribahasa Indonesia (Common Indonesian sayings/proverbs)
0d52d6a134b71d78787f20c124af618fcb376c0302cba1fb2179966de486762b	Tom tidak terkenal.		http://tatoeba.org
0d5eee8568f88607db0f6a342d486a60cc64ada4a473b97499f978b1b65cedea	Kemarin, aku mengirim surat ke Elen.		http://tatoeba.org
0d6238dd7fa443eb11fcf6023fae31a5fb4af5fcef6c98d316c9c57f48e3cdbc	Kami sedang makan apel.		http://tatoeba.org
0d63a92ad456e17fb2b0395893f23dae100a4368bf922b73f6f305d568f9589d	Udin berbaring merusuk di atas tempat tidur		example sentences from dictionaries
0d6d856fe4e4ff51a3dbece294c8dafd6578e722cb1753a7340eb6a59030194f	Mereka ada di kelas Joe tahun lalu.		http://tatoeba.org
0d73498ff061f10dc547bd19aa5f37193758ed8507a940d5d4df925d1b758a32	Apakah ada toko es krim yang masih buka?		http://tatoeba.org
